order,name,common,area,stock,stock_short,sex,a,b,lmax,linf,l50,a50,t0,k,h_Myers,h_Myers_source,source a,source b,Lmax,source Linf,source L50,source A50,source t0,source K,Comment
1,Solea solea,common sole,Iberian coast,sol8c9a,sol,F,0.009476898,3.018329,27.5,48.9,26,,,0.22,0.74,species,Alonso-Fernandez et al 2021,Alonso-Fernandez et al 2021,,ICES stock annex S.solea division 8c9a,,,,
